idempresa,idmercado,idindustria,infraestructura,bancos,insumo1,insumo2,enproceso,mercancias,clientes,proveedores,hipotecas,capitalsocial,utilidades
390,1,4,1021894.504,330165.9708,298020.4651,323439.4307,307681.8383,274522.2877,314260.8517,587435.2024,602057.9756,1191385.352,489106.8175
391,2,1,199312.245,311610.6647,335447.8522,297803.5347,293701.4463,292491.559,309489.4552,627954.3269,630515.1799,1209757.865,-428370.6144
392,2,2,653770.455,307067.5323,270863.4178,285229.158,295410.3552,276149.2662,321233.5192,615709.9302,515335.6869,1259001.655,19676.43196
393,1,1,189268.3606,304429.2715,343806.7171,287659.2707,327716.0219,255841.6606,322327.3726,550038.9385,603807.5595,978086.9461,-100884.7692
394,3,4,1097283.524,333793.392,333548.3381,294529.7155,271973.6318,284570.705,315729.7421,574371.1845,540745.6666,1252044.262,564267.936
395,3,6,1661476.439,270537.4206,322374.0095,319463.771,296801.293,259771.8924,295040.7021,582523.9508,614823.5017,1203313.388,1024804.687
396,3,5,1193922.01,302626.3655,334711.8014,278978.7219,269566.0737,274154.1132,329567.5704,536130.4058,617117.4059,1251174.706,579104.138
397,1,2,656440.408,309908.0769,328478.219,309343.9105,306735.1552,329768.4614,300874.5432,590010.4264,591761.6341,1229055.024,130721.6895
398,3,6,1652672.869,302737.6343,277581.2196,320173.0858,289004.8254,263597.9982,326897.7458,657450.9001,620135.7903,1150470.837,1004607.85
399,2,5,1214074.616,296356.4696,315200.2309,290155.9,247833.3244,276709.8869,304423.8421,564992.8641,654784.4893,1248676.006,476300.9112
400,2,3,788750.5759,296705.3545,255144.6781,314245.3246,292014.9682,361054.0482,263863.8457,567277.0978,551634.8808,1269972.831,182893.9859
401,3,6,1520580.652,322919.398,331021.1284,315698.0257,291240.8542,308046.9146,300246.1672,591357.7834,634866.5806,1181806.202,981722.5737
402,3,4,999624.3264,299055.3432,289203.3529,291404.4971,300961.1636,321821.8588,275671.6127,716070.1735,659774.0692,1233749.839,168148.073
403,3,2,532793.3616,291708.5256,299043.2076,296076.1439,307822.0432,269930.6423,288752.3494,607733.7029,615692.9068,1187283.542,-124583.8781
404,1,2,531723.6116,336529.5753,276853.1574,298148.9491,323949.5476,321938.9202,261038.1532,606926.1701,617547.2407,1253158.721,-127450.2171
405,1,6,1444674.458,262950.2113,299034.3668,295739.4375,288664.6041,269210.1123,291167.6061,603855.3998,626202.3,1214405.745,706977.3521
406,1,2,603916.6596,315840.9265,320533.1578,276405.1311,304004.322,289480.5134,317712.9134,622197.4764,651257.8737,1191256.791,-36818.51707
407,3,2,613904.0559,297263.6473,289327.3476,282577.0013,280474.0521,309535.4866,285744.3249,599818.5669,663402.6086,1326761.02,-231156.2801
408,1,2,600564.2579,302192.5794,253539.5154,362191.5873,311779.1039,304533.9723,332356.0224,571301.2173,599928.62,1127799.694,168127.5075
409,3,4,897476.9887,315104.0234,300847.2132,287143.492,309964.6825,276219.3075,266320.5744,657305.6549,626886.0951,1099596.487,269288.0448
410,2,3,853688.8927,296560.145,279879.0141,282552.8174,302208.8453,284559.3652,298636.1581,599111.7667,607158.3263,1323085.048,68730.09661
411,2,1,191517.5134,294652.9229,309692.2473,302703.5778,276600.2046,297097.1768,319318.3137,698911.3824,608828.8372,1155240.568,-471398.8315
412,2,1,186333.7358,329191.3026,313901.4885,311670.3064,329771.2221,312809.5942,332393.0482,577015.5888,625907.6399,1187664.282,-274516.8128
413,3,1,189885.166,265233.1628,298155.8828,298105.575,308006.5896,313322.0115,285097.7951,619503.419,533402.6436,1328982.767,-524082.6469
414,2,4,1084101.129,326549.069,274714.3661,304740.2437,296026.6982,297490.3409,286103.7493,589193.1906,675823.4842,1167734.168,436974.7538
415,3,4,924837.9447,286899.0099,318289.6269,285834.1549,275660.9814,285274.0456,322042.0617,630474.1058,608173.7244,1282578.824,177611.1705
416,1,5,1262731.053,296171.9535,313978.7056,285092.6754,261754.9742,317954.0186,310697.6055,585936.3838,596155.7418,1258158.23,608130.6306
417,2,1,231690.5927,304690.3162,306003.9679,278119.6431,321050.4903,300098.5194,278893.5188,660791.3508,598146.4082,1118763.741,-357154.4515
418,3,4,1004986.962,295826.3223,309225.7909,314055.4747,300596.0606,284647.2084,280453.0904,572767.2771,533009.5497,1226410.852,457603.2307
419,1,4,997675.5197,300543.4075,312461.0106,333238.2196,295663.8373,294391.9187,238666.4764,556750.6002,573796.5732,1105368.583,536724.6336
420,2,5,1209762.167,301250.2734,316382.8466,287248.4995,272747.641,324316.0373,328799.3766,532301.6826,568260.6845,1126627.921,813316.5532
421,2,4,1000052.51,297462.2342,264867.7418,313056.8824,280260.7075,311154.081,299648.5769,555178.5602,567882.0493,1296886.989,346555.1352
422,2,1,206829.2073,246677.7765,289125.8286,286894.3909,297409.1054,344834.0129,276775.0763,672135.3256,677141.0705,1219763.506,-620494.5041
423,3,6,1593321.064,322441.1624,307500.4415,327919.8451,316671.08,289403.1221,283457.6557,666663.8496,648899.3792,1130752.215,994398.9266
424,3,4,956567.262,279404.4653,316168.2619,278971.1738,288818.8269,292239.7707,275179.2814,553229.2566,618883.9262,1192175.035,323060.8242
425,3,2,542341.3548,322757.5915,307150.7354,300924.067,301896.4869,299741.7853,277067.8821,579266.2053,579232.1248,1342756.031,-149374.4586
426,2,1,196861.6701,306433.5928,283778.6566,308979.8826,283917.0265,306408.9839,277593.1999,588024.8124,624976.5289,1210095.639,-459123.9681
427,1,4,910413.3853,267135.3907,284484.2387,314687.2005,305884.5051,306925.6835,301345.1685,533108.8726,526353.0139,1235091.909,396321.7773
428,3,2,620945.3672,309948.789,291451.1852,279070.4272,305396.9633,284395.8496,282991.5528,583568.9709,610884.551,1263859.293,-84112.68043
429,1,3,742628.623,307341.5458,276660.9692,308256.8542,292508.404,290362.3841,305676.4132,571408.1459,541976.1481,1158012.844,252038.055
430,1,4,1055329.502,291241.0979,298385.0951,270792.5045,295027.1564,307265.0555,290108.1446,567752.4086,598374.7644,1149357.688,492663.6952
431,2,2,633599.0401,339159.8226,296556.5673,316590.3146,307170.2633,282415.7721,314995.6097,665550.8521,573793.8263,1089015.497,162127.2145
432,3,6,1354203.731,294264.7193,291983.4606,290240.8521,292705.2505,315949.6471,301472.5946,637054.679,598350.542,1123161.945,782253.0892
433,3,4,883370.8957,288636.6777,269624.4274,288475.6514,304128.1162,290352.7877,299729.7752,621120.6808,579128.8412,1222552.927,201515.8826
434,3,4,940962.5111,309028.3868,321944.1116,305683.8455,291709.6527,286708.9709,328728.1321,605781.7178,565873.4009,1236954.684,376155.8086
435,2,2,581493.1915,269903.1447,292254.0026,290019.4449,284551.8056,310719.7402,345236.6287,619883.3454,643325.3742,1233826.736,-122857.4974
436,3,5,1126331.452,278913.5371,322044.8811,277424.7435,334309.6526,330545.3198,295271.1883,665887.5628,589001.5417,1137476.542,572475.1281
437,1,1,221226.3961,305107.6566,316151.6868,267721.1415,298191.088,304016.6939,282820.0528,617270.7416,601360.9107,1271157.185,-494554.1216
438,3,2,547105.483,334210.5816,282719.9907,317980.189,321629.0122,322840.5834,309777.2672,617827.2979,634511.0307,1038943.99,144980.7884
439,3,2,595981.844,277446.89,289180.9074,326960.9532,325877.0263,300093.6082,300957.0536,602560.5449,563009.9667,1197863.674,53064.09719
440,3,2,608835.1002,300247.1369,317047.7549,284086.3501,291232.2307,321036.9072,267093.1424,619531.886,611446.3417,1135606.121,22994.27366
441,2,4,986469.1818,270289.1115,322557.6698,266997.1312,334675.8436,295570.2476,314832,571514.0589,570833.4232,1217925.723,431117.9804
442,3,5,1006686.722,324542.7695,309914.0662,326616.7727,304634.2087,317934.0326,301007.5826,561360.2304,602396.2066,1112978.55,614601.1673
443,1,6,1702920.235,275320.476,343364.6774,309756.0671,270346.4541,311983.7234,320694.5026,548842.2296,638942.9284,1270182.195,1076418.783
444,3,3,847056.3385,280404.0949,330184.283,313371.4761,305416.7253,306028.3716,259734.5544,540394.6471,590112.3714,1122850.977,388837.8485
445,2,5,1277746.739,331093.4743,272272.5312,318403.2852,283514.4306,299026.118,336503.3708,568239.2538,557565.0669,1167674.386,825081.2422
446,3,3,817940.8413,303597.1312,291527.0956,299632.3673,264035.3717,283031.5375,274347.5084,594789.2788,608783.2987,1175108.305,155430.971
447,1,6,1500635.298,291931.3559,278594.0641,288305.1071,290115.8305,281343.4692,320475.6274,541317.5291,652335.548,1374123.028,683624.6471
448,3,1,180611.9289,271051.3569,325717.8899,298741.9888,297969.159,331994.1801,318895.0147,622967.8423,640040.7227,1146981.047,-385008.0935
449,3,4,953946.6613,309028.4969,316435.2201,300220.805,316410.6637,283665.9159,307753.7867,662226.8915,543120.6018,1396566.453,185547.6033
450,3,1,201163.426,328301.5416,261874.8177,336933.5657,262681.6609,291805.4797,323022.7221,613960.5385,617280.4137,1311970.427,-537428.1659
451,2,1,231881.6571,301130.5322,289074.6259,298540.2585,289448.1398,308272.3775,316570.7507,604344.7525,521213.5493,1255475.692,-346115.6523
452,2,3,775140.1942,276623.9157,257806.0649,265495.3587,322998.4,265157.4828,311442.056,631517.4191,523477.0557,1133787.489,185881.5087
453,3,5,1211682.417,265675.28,282662.5975,322797.9009,291110.9081,277782.7604,320740.5168,556364.3843,533348.3214,1325201.033,557538.6422
454,2,1,174532.4447,312111.2422,308964.2953,298495.7786,280113.2116,277790.829,264098.5152,556286.8689,564219.044,1183903.137,-388302.7332
455,3,2,627928.9567,318653.7978,323190.9369,300202.7095,293486.973,298677.0024,309134.6003,708978.561,580327.9147,1218619.173,-36650.67195
456,1,3,832396.5199,335839.1569,329278.1272,318917.888,309490.4956,284135.8364,340045.8107,577101.0122,597545.5985,1105005.113,470452.1112
457,1,1,186287.1709,328266.7738,306493.5426,308551.5403,291334.151,302406.3147,309941.3834,628424.1601,657660.6691,1127510.14,-380314.0922
458,3,1,204429.8461,302236.5282,264077.8868,287580.0967,268909.5166,296095.7197,331714.8772,661307.5314,609513.811,1132985.91,-448762.7808
459,3,3,804822.6893,303143.0773,300260.9644,326253.2246,317199.1295,270223.8608,275371.6379,649703.8704,668010.2991,1017974.091,261586.3236
460,3,4,1027763.341,303543.2189,330647.675,317229.8362,293167.0149,286577.392,285957.1753,708620.8848,601230.9292,1144668.955,390364.8843
461,3,2,569381.2816,335376.4679,302836.4003,275591.357,288637.4417,285955.3554,300837.8557,670013.53,575661.1714,1068502.21,44439.2478
462,1,2,565375.7642,303406.8075,309961.1547,321177.5441,314222.031,315483.9811,291098.2597,602280.6111,593752.6297,1442473.338,-217781.0368
463,3,3,813523.9613,301774.1992,255440.2113,285980.7226,294510.1704,310225.6403,288723.0862,625309.6771,640732.4833,1180546.459,103589.3718
464,2,6,1427967.512,313769.8435,298904.7255,276378.5248,329169.8627,306797.9982,281642.8217,573830.7245,651320.91,1220644.12,788835.5338
465,2,5,1225916.221,307301.7108,306985.8029,276433.7466,320141.7655,303858.929,309780.0771,566373.9542,540526.6445,1172819.538,770698.1153
466,3,3,835394.7179,331413.8378,306566.088,324161.2491,323428.648,319787.3892,278331.6685,554614.9789,601452.4876,1265627.188,297388.9443
467,1,2,658414.1633,289175.7953,303012.1724,346674.8109,279083.5433,309668.8174,270433.7352,676119.3941,602397.968,1052646.56,125299.1157
468,1,1,190363.5108,300720.7969,280501.0364,296303.3957,316318.2605,262576.6446,291669.7262,583026.1623,635273.3514,1041528.091,-321374.2339
469,3,4,1013404.808,293826.977,338602.3143,303797.7506,300807.115,284969.3376,278812.177,625457.2817,579150.1846,1367585.212,242027.8018
470,1,5,1130146.334,289294.6371,288621.319,266470.1826,315090.081,306831.6018,279464.3316,594994.7303,541689.5681,1115967.189,623266.9991
471,3,2,680706.8559,309918.6591,320962.0201,263435.4665,327170.7528,274569.5913,325237.1745,591980.0596,612057.6058,1210797.724,87165.13091
472,3,4,1004729.401,292754.9919,318682.8702,259564.4457,300542.1792,307249.773,283741.832,614174.555,622076.8615,1130936.295,400077.7817
473,2,1,194357.5953,293886.1719,319881.8091,311770.8092,306388.8862,291625.2093,278632.1049,598839.8519,607859.4469,1293873.302,-504030.0148
474,3,1,218194.8896,340449.2541,277058.6232,293523.2923,294751.1348,291335.6055,319683.5795,579018.1275,664062.5601,1270341.732,-478426.0402
475,2,6,1661787.777,263909.8055,333115.2605,298501.6307,309477.9777,254962.6938,305085.5424,625048.5173,680920.2397,1210863.255,910008.6754
476,3,2,634205.2999,299867.8506,293296.3443,297255.5441,266957.2036,292492.4103,291688.0024,585767.2705,561266.5224,1098857.13,129871.7322
477,1,4,800151.4771,298136.3634,281790.8957,311603.757,329140.9706,324732.0793,292561.6072,635597.3854,589756.0167,1091703.727,321060.0215
478,3,6,1737413.682,305222.4985,274235.8268,295763.221,318618.0923,310363.3768,280180.864,597311.5753,649189.9654,1251110.212,1024185.808
479,3,2,599423.9144,335136.0737,288275.4847,280043.6732,311154.4422,277186.867,273603.0833,562813.5996,565238.58,1103083.376,133687.9825
480,2,3,891167.8777,322247.6134,318942.8735,289006.3377,272924.7694,323816.307,347647.3733,565245.0486,577342.7105,1221202.168,401963.2253
481,3,2,598991.9866,321039.0491,273703.0601,310945.1999,304957.1869,304639.8339,290406.6479,582582.6758,635062.0835,1230024.258,-42986.05278
482,3,5,1055108.52,312460.3437,304673.5964,286224.266,273212.074,348524.4517,266809.5515,637612.4744,671581.311,1101265.86,436553.1575
483,1,4,1070698.77,303396.2812,329411.8003,323395.5903,293737.4935,253957.7221,310669.411,585806.9606,613297.0563,1129426.177,556736.8746
484,1,2,552797.6323,291642.8936,337876.7189,310431.9783,292267.1023,298738.2429,310248.8556,732038.1738,582003.6296,1210306.807,-130345.1868
485,3,5,917901.2965,308327.876,282572.8492,280784.6196,296433.8105,315749.9676,326774.7846,662897.9524,641495.7698,1189039.423,235112.0584
486,2,6,1527288.776,286400.3035,318459.7899,294481.7613,307171.9964,277094.4876,302404.5445,627477.5935,617034.0353,1252469.614,816320.4161
487,3,6,1565942.173,282277.6715,308851.1672,302081.7099,292307.4701,321459.1834,305661.747,570901.9278,559031.5349,1152731.74,1095915.919
488,2,5,1287250.738,260841.0429,288004.0875,299442.5045,315640.4258,298628.9188,312385.4947,579683.5427,616215.8316,1176245.074,690048.7642
489,2,6,1577821.046,307901.1549,254322.2489,246795.6248,322113.7605,299036.1845,325177.0579,583176.8336,622285.5049,1263463.531,864241.2086
490,1,3,834521.2061,270575.5497,282422.7309,313446.1421,280067.6013,289802.9546,303269.252,559815.7931,594063.9822,1147541.353,272684.3082
491,3,1,197091.2767,299326.8566,303388.7864,252202.5418,308473.9816,287624.3713,313101.1198,597056.4466,613076.1445,1168557.588,-417481.2448
492,2,6,1422926.096,321573.9465,347452.8323,301300.7451,315336.0636,310149.1771,316819.0699,512715.9657,614576.1821,1110868.104,1097397.679
493,1,4,1110367.547,306875.2856,295645.5798,299832.8652,299349.7041,335878.9245,285238.6876,545791.6887,539556.1939,1176809.196,671031.5157
494,1,5,1323610.96,296877.508,323745.5516,309790.2689,296812.9161,306609.5058,323324.5973,633504.0469,566421.0277,1261137.474,719708.7585
495,2,1,192545.7038,304959.6537,294908.1534,319436.8019,313838.8084,302602.3951,305310.0646,638139.8688,582480.748,989601.3142,-176620.3501
496,2,5,1287451.936,287018.2093,299385.1524,331084.0152,294420.7485,293522.1681,302710.5278,586144.0581,599027.2403,1181711.154,728710.3048
497,2,6,1808335.147,332994.6379,257931.6743,299088.5114,310326.453,271905.8221,298324.5925,642043.7329,562971.7544,1171486.306,1202405.044
498,2,5,1238798.242,307041.1854,275349.3084,264488.821,271491.1077,312321.1345,294175.1761,488391.6399,656084.4672,1177153.577,642035.2911
499,3,6,1574031.978,306941.8319,296404.8508,290822.3689,321157.652,315896.2348,311855.0338,591287.2636,621514.6315,1211131.697,993176.3582
500,1,1,212348.34,332707.9343,308083.1394,276838.5853,303178.5693,295381.8382,328509.8026,553187.7751,606260.913,1186082.18,-288482.6596
501,3,5,1394333.864,287207.7572,280953.5607,307339.1736,316385.7584,310161.6404,302246.9375,572889.7418,632191.775,1253359.14,740188.0349
502,2,1,213214.4524,278996.1882,294558.609,312069.8142,327173.3544,306357.2421,275842.4522,583915.978,588971.9486,1260693.376,-425369.1901
503,2,4,1003857.221,288007.5553,268604.8616,279318.9549,290686.8065,274324.9304,314899.398,498136.7744,666670.0095,1158335.925,396557.0185
504,3,1,196462.1438,322975.3852,302406.1718,317021.1186,293627.6932,318066.1943,274204.7988,611250.1737,556876.7477,1284517.837,-427881.2528
505,2,3,766984.9555,306435.6897,267734.7315,277985.5434,318202.9468,289365.3991,293411.7162,567208.0584,551067.277,1242095.414,159750.2329
506,3,3,705976.4104,284736.5939,280685.5238,288334.4048,295866.5026,268148.9977,294287.8448,646092.3352,547724.1561,1247912.588,-23692.80172
507,2,4,1156482.922,264195.3397,285832.6702,332517.8373,306201.0179,314370.5331,283853.6692,548518.144,588624.0554,1258726.852,547584.9377
508,1,5,1147015.409,300492.1752,273171.2994,273643.9059,304178.4736,257633.139,302624.5914,614147.5621,620851.6439,1254842.21,368917.577
509,2,2,627179.0361,276407.7192,318459.766,306881.9545,304886.7381,325379.5887,325975.6562,611793.8543,598200.4446,1189836.09,85340.0696
510,2,5,1234828.405,268968.5004,306448.3732,268263.3084,291172.5778,315561.957,286673.6997,625680.1418,596031.7381,1280480.384,469724.5567
511,3,3,728674.7434,304772.9927,346286.5716,306301.8837,307050.4613,299783.2379,307594.4548,570899.2159,535047.5988,1364092.434,130425.0965
512,3,1,181274.3468,324146.2526,285833.8987,323455.9913,307867.9069,336656.693,321028.9067,648218.8653,552349.6764,1073207.743,-193512.2885
513,2,5,1295412.409,308269.0352,318918.377,337355.6778,276858.0551,325153.212,286681.1594,652157.1704,607802.2722,1219821.063,668867.4204
514,1,5,1101121.588,318476.0525,310105.6109,342425.465,292768.092,277005.138,310394.9734,559454.6584,580412.6133,1292617.075,519812.5726
515,1,4,1025962.897,319204.7757,321049.3837,291077.0717,316004.0603,339554.015,289573.1808,561453.0487,634475.9396,1185019.298,521477.098
516,1,3,806105.1733,251382.5326,290928.5624,284767.6546,280894.0215,312651.774,337030.1944,603208.266,598873.5588,1143566.695,218111.3932
517,3,1,213199.4991,324557.5375,297532.7112,268955.8543,313990.9685,291518.7094,281712.4965,529626.246,579684.5155,1079434.524,-197277.5085
518,3,4,949644.557,296057.26,341614.6917,339055.4655,324787.8812,294789.3971,296885.8954,587309.6023,538544.7385,1236752.062,480228.7453
519,2,1,217267.3792,271593.2049,256448.2845,283379.7463,307356.8561,312645.8155,258478.0175,640667.0967,650266.0663,1106969.58,-490733.4389
520,1,1,205223.0497,273554.1944,316006.2638,310786.5295,290341.5942,301387.2364,325777.8135,651857.6143,557682.4592,1035719.019,-222182.411
521,3,2,584342.1472,303194.2225,308015.6547,276871.8069,272321.4523,323514.9294,308891.5347,651828.4548,568184.1201,1099821.253,57317.91968
522,1,6,1563437.324,319640.8466,281704.6913,335073.2195,295720.8033,317681.0165,321934.9913,597947.2176,654487.0774,1253842.901,928915.6961
523,2,6,1771806.555,301741.8296,300937.0045,291788.3592,278361.9682,288544.1563,293079.6567,572746.8745,591709.7206,1090761.106,1271041.829
524,2,5,1281724.154,278781.8874,276816.1625,323193.3481,288020.2678,285893.5077,299764.5013,630453.569,626084.5003,1081930.874,695724.8848
525,1,2,590246.4732,303554.2128,291480.4168,357170.2505,296565.5175,290624.4506,284866.4691,565311.6642,649585.7012,1116510.646,83099.77872
526,1,6,1507403.073,285957.3399,344208.4351,333968.4109,342330.6472,288446.8173,331364.5673,649745.6428,674155.3919,1271941.666,837836.5899
527,3,4,1060903.029,300167.8062,303733.2133,314704.9493,319194.0495,283941.8386,287507.4106,624156.1229,585125.2753,1269264.843,391606.0553
528,3,3,793034.9087,318995.0963,284584.3062,302855.4167,287955.3164,284828.7244,301718.8553,617528.7099,610029.0485,1122996.028,223418.8376
529,2,6,1627166.859,310992.1407,260675.0926,308139.6912,325352.4589,279242.7133,296797.4316,659618.2011,633570.4586,1163158.828,952018.8996
530,1,3,828219.3541,264296.0566,291538.9794,294321.807,299163.9643,313229.0697,327190.0934,652668.6043,565075.6645,1121493.204,278721.852
531,3,4,978262.2614,285022.2967,303325.004,295110.0053,339385.1053,305211.8876,274790.8869,602502.1457,615674.8474,1060728.798,502201.6564
532,3,1,200705.6047,307594.3984,269876.7664,291970.3416,289075.4531,277203.6078,254662.8508,701432.6636,621939.8126,1183409.837,-615693.2903
533,3,3,829747.3959,302359.3962,319191.9563,301620.8604,324346.7593,305486.123,302974.4962,532838.2036,542835.2911,1125844.892,484208.6004
534,3,3,762947.4162,305566.6702,284864.5103,315486.8167,296638.578,315924.4044,288646.763,585883.3051,629886.4751,1037075.33,317230.0483
535,3,3,855403.0163,303695.1657,284389.3045,314465.0391,283765.6826,318792.6967,347903.8982,666599.3944,598090.527,1073584.114,370140.7683
536,3,3,847884.2575,306177.3095,296352.5236,306732.4031,243376.5284,282586.5933,323140.7348,611038.04,656679.8033,1026603.57,311928.9369
537,2,1,196235.629,292593.225,333150.4495,311223.8743,277837.3548,281634.3224,312305.3853,606316.5795,582869.566,1227397.609,-411603.5148
538,1,5,1110593.904,290570.2171,326335.7654,305201.3663,351301.2056,303331.7286,328785.2093,627871.6002,645851.9409,1153168.34,589227.5151
539,1,4,960632.9099,282819.4786,278643.4053,315639.6188,325353.232,309604.3437,302160.3462,602581.765,694042.2928,1083601.542,394627.7345
540,1,5,1033589.072,318405.1867,326980.196,285107.6537,311759.4066,318516.6887,351361.8557,607563.586,664096.9671,1182602.422,491457.0845
541,1,3,832157.8374,288395.0495,293575.4527,287488.3864,259540.5432,300708.2643,294072.5443,637593.8318,557821.6471,1182079.739,178442.8603
542,2,6,1645040.637,276918.1903,307597.4115,260728.4871,354074.4824,302302.7881,310092.9019,566249.8799,575010.1747,1251965.46,1063529.384
543,3,6,1803347.348,333486.1774,300951.7022,314529.5925,283997.7325,251758.8124,294587.3282,634333.5862,589428.656,1338147.011,1020749.44
544,3,2,572775.2851,298822.6793,286211.8207,334938.2276,319820.7327,254956.6238,275448.8637,594695.3976,532910.095,1228519.407,-13150.66657
545,2,3,793842.0047,283298.2807,282363.6951,302446.2414,346445.4101,287978.0391,281567.3888,691519.4217,601626.6301,1193947.68,90847.32768
546,1,3,826002.257,270912.9162,323111.3422,307698.385,295811.4376,317653.3572,278235.8703,679384.2743,553300.5968,1237460.397,149280.2974
547,1,5,1110600.804,326867.2489,286849.1124,290884.1102,298289.2812,294772.3776,338223.0791,607278.8434,657248.1054,1293932.857,388026.2075
548,1,6,1608344.92,332407.8824,288885.6752,309829.3248,288187.7743,339297.3145,306590.727,641090.7049,572999.5802,1119755.919,1139697.414
549,1,3,770038.7328,263365.1588,305273.4684,311485.7956,305181.9731,252899.2309,274427.1863,584109.5613,488393.3669,1145619.127,264549.491
550,3,1,203622.4541,280960.4826,306382.7842,306090.3995,304199.4853,301741.828,277677.186,583645.8903,621802.2148,1064972.984,-289746.4694
551,2,6,1504719.566,293555.5837,292983.8784,330139.2797,256623.1161,288453.5557,296123.3674,594448.7552,617322.5772,1155771.295,895055.7193
552,1,1,178477.3573,334078.8507,307298.2429,329691.1813,330869.4934,323997.2645,268616.7441,531431.9243,632078.9586,1260401.009,-350882.7573
553,1,1,200906.6498,324972.1555,332576.9745,268455.0461,299270.7643,268619.7947,250587.1001,643380.159,606713.288,1151419.153,-456124.1149
554,3,1,206785.9642,300643.432,306912.1014,318436.4506,290890.947,286999.1301,312279.5877,633786.9981,518116.4452,1130550.54,-259506.3705
555,3,2,587478.8175,299289.0725,328851.2718,288866.7904,306576.2117,322193.0412,303680.6135,604781.9762,543749.836,1225627.451,62776.55507
556,2,1,240892.4161,290563.7695,297524.5725,282047.7539,316895.3544,267412.8042,324360.6058,591467.0753,619369.5958,1318464.653,-509604.0474
557,2,5,1246124.873,319083.4158,278972.5309,276209.6555,269211.6761,278024.5067,293931.9396,676987.5724,674798.1957,1260355.403,349417.4268
558,2,1,227690.136,352964.3488,301526.2488,292274.7592,304817.339,308844.9548,279827.0421,651332.6937,592976.1712,1261086.366,-437450.4024
559,1,3,875802.5632,303425.7615,335081.2985,317254.4574,320081.1362,316976.1176,304742.945,585214.9585,598208.5711,1176887.222,413053.5279
560,2,6,1719237.957,313293.3603,301427.4731,288405.4206,295431.4698,308636.7012,347529.2,607717.1918,599903.7063,1232716.905,1133623.778
561,3,3,864085.8279,312492.7451,296911.3206,318547.6137,294988.5633,303260.1201,303877.2252,651986.5936,563721.0819,1225702.393,252753.3474
562,2,3,799879.7381,316666.9628,341732.8637,273668.8345,306824.0014,297903.5954,264758.7425,657663.7734,605046.4598,1170242.743,168481.7621
563,3,4,1016056.073,290305.5566,308490.7732,320598.3693,337201.0341,281535.614,274141.6107,583953.9788,626731.8755,1106626.024,511017.1519
564,3,6,1553552.142,279476.3803,276308.6126,276439.5095,284701.5025,292363.272,320032.3739,568529.0596,610715.1885,1200432.548,903196.9962
565,1,2,576733.8722,289214.3655,298024.627,288021.7227,298421.0881,303833.417,306362.3041,626956.3041,657714.638,1227137.275,-151196.821
566,3,6,1387273.825,299070.851,323586.2114,286911.3985,291074.5963,272999.7512,296243.2205,572765.9306,672696.0094,1248326.546,663371.3677
567,2,4,1010263.494,332211.2321,319064.7397,312039.8619,276547.6329,278693.6265,295477.0194,544708.9531,572550.7987,1270391.553,436646.3014
568,1,4,979197.9573,282551.2294,290474.2787,268657.5814,317609.3506,299599.2613,322667.792,538216.4043,573476.3822,1065821.568,583243.0959
569,2,1,178004.1765,324505.2103,365265.7566,287051.7301,313671.0761,340506.1159,315850.1863,631504.2364,632768.3235,1087402.617,-226820.9254
570,2,5,1057535.002,291314.9582,272085.6502,319683.4434,315389.9812,297755.0529,301762.2523,569210.9107,543392.8108,1142500.255,600422.3636
571,1,2,583108.0518,304125.2351,293756.6381,318964.0144,274421.4745,312428.8471,291414.0497,629533.497,564519.0155,1293147.967,-108982.1687
572,3,5,1161237.43,275118.5092,312111.2167,315153.5752,348166.696,300924.5963,315502.7451,630220.0246,557853.4561,1095915.742,744225.5463
573,1,1,203175.0841,281879.6508,314642.3675,319379.3555,308205.4666,313490.2246,260247.3115,570884.2504,615771.6769,1169305.335,-354941.8021
574,1,6,1607874.669,304854.2302,313347.535,298704.2889,281271.1648,292158.3099,355696.6656,671874.2773,628667.8457,1073215.343,1080149.397
575,2,3,805876.6521,290726.2644,329742.6942,281394.1397,303321.3936,314702.3962,268983.595,573619.0064,600602.9486,1248521.34,172003.8403
576,3,2,669233.7112,323078.5162,270448.5866,278427.399,268650.6443,313054.7284,263551.5704,628538.0253,659201.1511,1126074.708,-27368.72833
577,3,2,668315.4626,282224.265,330930.7419,315983.6722,285944.2796,327382.5881,282342.5512,650859.6598,583282.1597,1245971.62,13010.12122
578,1,1,189977.7336,301476.0128,330406.5357,292383.3208,281709.3423,280853.1403,307630.8498,549904.5581,521348.4897,1244706.536,-331522.6489
579,3,2,570590.2649,293912.492,303751.5049,332783.95,296337.57,335422.0196,275887.6239,535709.3083,587758.5854,1289799.332,-4581.800359
580,3,6,1604550.17,278848.5354,302853.0599,294923.8745,312019.5818,317235.8509,301100.2817,581121.4543,646304.2494,1105114.935,1078990.716
581,1,6,1640302.842,277938.377,291467.654,313888.1597,293263.3145,286480.9954,278343.8767,574581.0567,611048.5907,1301805.704,894249.8679
582,3,6,1609611.292,332937.47,317966.9751,285643.6099,318128.6807,241669.856,327090.7657,636292.8049,614338.3988,1134448.518,1047968.927
583,1,3,778565.5945,292310.7584,333370.774,303488.1883,313392.4706,300152.3411,303421.9347,518618.5765,640338.9909,1181566.805,284177.6893
584,3,2,602711.1635,290060.4399,304414.3758,286010.59,289707.9059,297893.9705,309752.2832,587940.7839,597144.1357,1124665.953,70799.85592
